,X,y
0,0.0,1.8154573614614544
1,0.10101010101010101,-0.6242777422213858
2,0.20202020202020202,2.0957126933501256
3,0.30303030303030304,0.817652256705295
4,0.40404040404040403,-0.05815744076436358
5,0.5050505050505051,1.8760212511524408
6,0.6060606060606061,-0.6974772521062305
7,0.7070707070707071,3.1276650064763665
8,0.8080808080808081,0.9784178481399272
9,0.9090909090909091,2.333482764365421
10,1.0101010101010102,2.9604061351197397
11,1.1111111111111112,1.9503518391353056
12,1.2121212121212122,4.291490765266007
13,1.3131313131313131,1.1671045560069007
14,1.4141414141414141,1.8198409368222763
15,1.5151515151515151,1.1428287668127466
16,1.6161616161616161,1.7068743081844306
17,1.7171717171717171,2.7339098961610233
18,1.8181818181818181,1.0215971201548872
19,1.9191919191919191,1.9825439563937026
20,2.0202020202020203,0.4043963516391422
21,2.121212121212121,1.2483252120497663
22,2.2222222222222223,1.2637384099091271
23,2.323232323232323,2.307698356695095
24,2.4242424242424243,1.9478123241230194
25,2.525252525252525,1.639868888090298
26,2.6262626262626263,3.450266702325516
27,2.727272727272727,3.310610152450209
28,2.8282828282828283,2.160967108897233
29,2.929292929292929,0.9990624384111095
30,3.0303030303030303,0.627100402201267
31,3.131313131313131,3.041882114469842
32,3.2323232323232323,2.3965536650207766
33,3.3333333333333335,2.8216288599580075
34,3.4343434343434343,1.4681570651543687
35,3.5353535353535355,3.101482216267507
36,3.6363636363636362,3.171981815742521
37,3.7373737373737375,1.7680628048612064
38,3.8383838383838382,2.6461826464113942
39,3.9393939393939394,1.9864033428936865
40,4.040404040404041,3.4108239308057704
41,4.141414141414141,2.4504277751796497
42,4.242424242424242,1.9088369694950897
43,4.343434343434343,2.6145890550795996
44,4.444444444444445,3.3691545732584975
45,4.545454545454545,1.9334186649676557
46,4.646464646464646,4.535825810958973
47,4.747474747474747,5.322136098663821
48,4.848484848484849,4.297010853380633
49,4.94949494949495,2.4846970882005195
50,5.05050505050505,3.8517240679966323
51,5.151515151515151,3.378379560669033
52,5.252525252525253,2.9090237894187636
53,5.353535353535354,3.6749386062431078
54,5.454545454545454,4.950648806058265
55,5.555555555555555,2.6684862156992297
56,5.656565656565657,3.6537777509608067
57,5.757575757575758,3.8227529072270747
58,5.858585858585858,2.1261088053425534
59,5.959595959595959,4.977118264544032
60,6.0606060606060606,3.985249068106861
61,6.161616161616162,6.503681355206989
62,6.262626262626262,4.4290637736217295
63,6.363636363636363,4.086043470002111
64,6.4646464646464645,4.755171943988674
65,6.565656565656566,4.5898401484039235
66,6.666666666666667,5.002971123500457
67,6.767676767676767,5.746019094642816
68,6.8686868686868685,3.7753278018430407
69,6.96969696969697,7.574310809141677
70,7.070707070707071,3.9526872475365087
71,7.171717171717171,4.756632602714895
72,7.2727272727272725,4.5949261406147
73,7.373737373737374,5.2629903808129574
74,7.474747474747475,4.623067522979099
75,7.575757575757575,4.884384502968726
76,7.6767676767676765,5.293848759723137
77,7.777777777777778,5.687659114419574
78,7.878787878787879,4.529687489988766
79,7.979797979797979,5.072528120091265
80,8.080808080808081,6.448008950868752
81,8.181818181818182,4.3811031575043184
82,8.282828282828282,5.7683659737524975
83,8.383838383838384,5.917757282409047
84,8.484848484848484,6.163186563531177
85,8.585858585858587,4.000280508962687
86,8.686868686868687,8.207377745555808
87,8.787878787878787,5.3939301509943745
88,8.88888888888889,3.858087129130047
89,8.98989898989899,4.8289766841183575
90,9.09090909090909,6.815306116547635
91,9.191919191919192,5.640225744281475
92,9.292929292929292,5.627480985266036
93,9.393939393939394,6.023877307707867
94,9.494949494949495,5.690064917482759
95,9.595959595959595,5.165865362184303
96,9.696969696969697,7.690672580608047
97,9.797979797979798,7.598343387124492
98,9.8989898989899,5.910740486141298
99,10.0,6.588050868004756
